Tytuł;Data Zaindeksowania;Link;Cena zł
Kołowrotek OKUMA Fuel Spin 40 FD 1bb 9096281473 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-okuma-fuel-spin-40-fd-1bb-9096281473;09/23/2020 16:31:41;111,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;64266;Marka;inna;Nawój;65 cm;Rozmiar;4000;Moc hamulca;8 kg;Liczba łożysk kulkowych;1;Waga;259 g;Model;FSP-4000, Fuel Spin 40 FD;Waga (z opakowaniem);1 kg
KOŁOWROTEK DRAGON CORSAR FD - ROZMIAR 60 7800130778 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-dragon-corsar-fd-rozmiar-60-7800130778;09/23/2020 16:32:26;144,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;18-12-760;Marka;Dragon;Wersja;na lewą rękę;Moc hamulca;8 kg;Liczba łożysk kulkowych;6;Liczba łożysk oporowych;1;Hamulec;przedni;Waga;506 g;Model;Corsar FD760i;Pojemność szpuli;0.40/240
1 x torba na kołowrotek 9423558011 - Allegro.pl;https://allegro.pl/oferta/1-x-torba-na-kolowrotek-9423558011;09/23/2020 16:32:28;21,04;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Blesiya;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Waga;0 g;Model;kołowrotek do przechowywania;Cechy dodatkowe;brak;Waga (z opakowaniem);0.083 kg
KOŁOWROTEK MIKADO - Xplode II 6000 FD 9504907785 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mikado-xplode-ii-6000-fd-9504907785;09/23/2020 16:32:26;135,31;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KDA0352-6006FD;Marka;Mikado;Model;XPLODE II
1Pc Spinning Baitcasting Reel Metal Wire Cup Super 9682916991 - Allegro.pl;https://allegro.pl/oferta/1pc-spinning-baitcasting-reel-metal-wire-cup-super-9682916991;09/23/2020 16:32:28;38,58;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;8217947;Marka;inna;Model;inna;Waga (z opakowaniem);0.04 kg
2 szt. Części uchwytu kołowrotka 9517353994 - Allegro.pl;https://allegro.pl/oferta/2-szt-czesci-uchwytu-kolowrotka-9517353994;09/23/2020 16:32:28;19,59;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;suntekstore;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Waga;0 g;Model;Części uchwytu kołowrotka castingow;Waga (z opakowaniem);0.017 kg
Płytka blokująca kołowrotek przynęty 9530235866 - Allegro.pl;https://allegro.pl/oferta/plytka-blokujaca-kolowrotek-przynety-9530235866;09/23/2020 16:32:28;15,81;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Blesiya;Marka;inna;Waga;0 g;Model;Akcesoria do przynęty kołowrotka po;Waga (z opakowaniem);0.007 kg
1 sztuka spinningowego kołowrotka - S. 9246132539 - Allegro.pl;https://allegro.pl/oferta/1-sztuka-spinningowego-kolowrotka-s-9246132539;09/23/2020 16:32:28;21,74;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.045 kg
Fly Fishing Reel Cover 8656836113 - Allegro.pl;https://allegro.pl/oferta/fly-fishing-reel-cover-8656836113;09/23/2020 16:32:28;20,74;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.023 kg
KOŁOWROTEK CARP 3000 WOLNY BIEG 8 BB SZPULA METAL 6873422367 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-carp-3000-wolny-bieg-8-bb-szpula-metal-6873422367;09/23/2020 16:32:26;63,9;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;11;Marka;Rumpol;Model;carp
futerał ochronny 8998126595 - Allegro.pl;https://allegro.pl/oferta/futeral-ochronny-8998126595;09/23/2020 16:32:28;19,81;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.035 kg
30m / szpula 100% Japan Fluorocarbon Fishing Line 9141649861 - Allegro.pl;https://allegro.pl/oferta/30m-szpula-100-japan-fluorocarbon-fishing-line-9141649861;09/23/2020 16:32:28;8,16;Stan;Nowy;Faktura;Wystawiam fakturę bez VAT
Konger Team Carp Carp & Feeder Long Cast 730FD 7570705702 - Allegro.pl;https://allegro.pl/oferta/konger-team-carp-carp-feeder-long-cast-730fd-7570705702;09/23/2020 16:32:26;109,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;005016730;Marka;Konger;Model;Team Carp Carp &amp Feeder Long Cast
50 Pcs No.8 14x21cm Hand Waving Flag Transgender P 9551691836 - Allegro.pl;https://allegro.pl/oferta/50-pcs-no-8-14x21cm-hand-waving-flag-transgender-p-9551691836;09/23/2020 16:32:28;30,63;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;5428586;Marka;inna;Model;inna;Waga (z opakowaniem);0.2 kg
KOŁOWROTEK MISTRALL THUNDER RD 3000 + SZPULA 6641664356 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mistrall-thunder-rd-3000-szpula-6641664356;09/23/2020 16:32:26;90,68;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KM-1011530;Marka;Mistrall;Przełożenie;5.1:1;Liczba łożysk kulkowych;5;Liczba łożysk oporowych;1;Waga;266 g;Model;Thunder RD3000;Cechy dodatkowe;brak;Waga (z opakowaniem);0.35 kg
szpula koła 8787253303 - Allegro.pl;https://allegro.pl/oferta/szpula-kola-8787253303;09/23/2020 16:32:28;46,8;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Model;desired;Waga (z opakowaniem);0.018 kg
1 sztuka woreczka z bębnem 9245946303 - Allegro.pl;https://allegro.pl/oferta/1-sztuka-woreczka-z-bebnem-9245946303;09/23/2020 16:32:28;19,57;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Homyl;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;futerał ochronny na kołowrotek;Cechy dodatkowe;brak;Waga (z opakowaniem);0.029 kg
Kołowrotek HIKARU FORCE 5000 FD Lineaeffe 7738680520 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-hikaru-force-5000-fd-lineaeffe-7738680520;09/23/2020 16:32:26;105,2;Stan;Nowy;Faktura;Wystawiam fakturę VAT
150m super mocny nylonowy drut żyłkowy powlekany m 9141564422 - Allegro.pl;https://allegro.pl/oferta/150m-super-mocny-nylonowy-drut-zylkowy-powlekany-m-9141564422;09/23/2020 16:32:28;12,92;Stan;Nowy;Faktura;Wystawiam fakturę bez VAT
1 sztuka spinningowego kołowrotka - L. 9246132628 - Allegro.pl;https://allegro.pl/oferta/1-sztuka-spinningowego-kolowrotka-l-9246132628;09/23/2020 16:32:28;23,66;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.042 kg
1 sztuka części uchwytu kołowrotka 9127462407 - Allegro.pl;https://allegro.pl/oferta/1-sztuka-czesci-uchwytu-kolowrotka-9127462407;09/23/2020 16:32:28;16,78;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Waga;0 g;Model;desired;Waga (z opakowaniem);0.006 kg
KOŁOWROTEK KONGER IMPACT BAIT RUNNER 950FD/FSS 8703225216 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-konger-impact-bait-runner-950fd-fss-8703225216;09/23/2020 16:32:26;142,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;005015950;Marka;Konger;Przełożenie;5.2:1;Model;IMPACT BAIT RUNNER;Waga (z opakowaniem);1 kg
500 m / rolka Biały drut wędkarski Super Strong Mu 9141594050 - Allegro.pl;https://allegro.pl/oferta/500-m-rolka-bialy-drut-wedkarski-super-strong-mu-9141594050;09/23/2020 16:32:28;43,05;Stan;Nowy;Faktura;Wystawiam fakturę bez VAT
Kołowrotek DRAGON BLACK ROCK FD525i NEW WOBLER 8964688600 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-dragon-black-rock-fd525i-new-wobler-8964688600;09/23/2020 16:32:26;104,99;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Marka;Dragon;Model;BLACK ROCK FD525i
Etui na 1 kołowrotek wędkarski 8787147202 - Allegro.pl;https://allegro.pl/oferta/etui-na-1-kolowrotek-wedkarski-8787147202;09/23/2020 16:32:28;22,84;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.068 kg
KOŁOWROTEK KARPIOWY JAXON MAGNET CARP FRM 400 7960216361 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-karpiowy-jaxon-magnet-carp-frm-400-7960216361;09/23/2020 16:32:26;69,9;Stan;Nowy;Faktura;Wystawiam fakturę VAT
Kołowrotek Dragon Silver Rider FD 415i 8619224590 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-dragon-silver-rider-fd-415i-8619224590;09/23/2020 16:32:26;95,99;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;00000;Marka;Dragon;Przełożenie;5.1:1;Model;00000
Kołowrotek Jaxon Satori FRT 600 7582312054 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-jaxon-satori-frt-600-7582312054;09/23/2020 16:32:26;79,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KJ-SAT600;Marka;Jaxon;Przełożenie;5.2:1;Model;Satori FRT;Waga (z opakowaniem);0.5 kg
1 x torba na kołowrotek 9552104677 - Allegro.pl;https://allegro.pl/oferta/1-x-torba-na-kolowrotek-9552104677;09/23/2020 16:32:28;21,04;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Homyl;Marka;inna;Waga;0 g;Model;kołowrotek do przechowywania;Waga (z opakowaniem);0.085 kg
KOŁOWROTEK MISTRALL ODYS FD 4000 ko NEW 6637808599 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mistrall-odys-fd-4000-ko-new-6637808599;09/23/2020 16:32:26;94,87;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KM-1011640;Marka;Mistrall;Przełożenie;5.1:1;Model;ODYS FD 4000;Waga (z opakowaniem);0.35 kg
KOŁOWROTEK MISTRALL FANTOM RX FD30 KM-1018430 9459464220 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mistrall-fantom-rx-fd30-km-1018430-9459464220;09/23/2020 16:32:26;140,99;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KM-1018430;Marka;Mistrall;Rozmiar;3000;Liczba łożysk kulkowych;7;Waga;256 g;Model;FANTOM RX
Torba na bębny na 2 sztuki 9585032064 - Allegro.pl;https://allegro.pl/oferta/torba-na-bebny-na-2-sztuki-9585032064;09/23/2020 16:32:28;26,59;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Liczba łożysk kulkowych;1;Model;desired;Pojemność szpuli;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.071 kg
2-częściowa spinningowa torba na kołowrotek 9409189711 - Allegro.pl;https://allegro.pl/oferta/2-czesciowa-spinningowa-torba-na-kolowrotek-9409189711;09/23/2020 16:32:28;32,67;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Liczba łożysk kulkowych;1;Model;desired;Pojemność szpuli;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.079 kg
KOŁOWROTEK DRAGON VIPER RD630i 5 lat gwarancji 9524128292 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-dragon-viper-rd630i-5-lat-gwarancji-9524128292;09/23/2020 16:32:26;117,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;kd-13-03-630;Marka;Dragon;Liczba łożysk kulkowych;5;Liczba łożysk oporowych;1;Model;viper
KOŁOWROTEK MIKADO SHINJU 4004 FD 9645277116 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mikado-shinju-4004-fd-9645277116;09/23/2020 16:32:26;72,48;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KDA045-4004FD;Marka;Mikado;Przełożenie;5.6:1;Rozmiar;4000;Liczba łożysk kulkowych;3;Liczba łożysk oporowych;1;Waga;301 g;Model;Shinju;Pojemność szpuli;0,35/250;Cechy dodatkowe;szpula zapasowa
Torba na kołowrotek 1 sztuka - czarny 9518563203 - Allegro.pl;https://allegro.pl/oferta/torba-na-kolowrotek-1-sztuka-czarny-9518563203;09/23/2020 16:32:28;23,28;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Blesiya;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;pokrowiec na kołowrotek spinningowy;Cechy dodatkowe;brak;Waga (z opakowaniem);0.06 kg
Pokrętło uchwytu kołowrotka - Ciemne srebro 9679573160 - Allegro.pl;https://allegro.pl/oferta/pokretlo-uchwytu-kolowrotka-ciemne-srebro-9679573160;09/23/2020 16:32:28;40,87;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Lutongtrade;Marka;inna;Waga;45 g;Model;Pokrętło uchwytu Kołowrotek;Waga (z opakowaniem);0.054 kg
Zapasowa Szpula Do Kołowrotka Epixor Xt 20 Okuma 8816733929 - Allegro.pl;https://allegro.pl/oferta/zapasowa-szpula-do-kolowrotka-epixor-xt-20-okuma-8816733929;09/23/2020 16:32:26;64,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Marka;inna
Łożyska kulkowe ze stali nierdzewnej - 4x7x25 8653551777 - Allegro.pl;https://allegro.pl/oferta/lozyska-kulkowe-ze-stali-nierdzewnej-4x7x25-8653551777;09/23/2020 16:32:28;17,22;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Model;desired;Waga (z opakowaniem);0.007 kg
6 sztuk Golf Pick Pick Tool dla Retriever Putter P 9545264788 - Allegro.pl;https://allegro.pl/oferta/6-sztuk-golf-pick-pick-tool-dla-retriever-putter-p-9545264788;09/23/2020 16:32:28;21,49;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;4698434;Marka;inna;Model;inna;Waga (z opakowaniem);0.093 kg
Kołowrotek York Match Feeder 3000 9433349573 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-york-match-feeder-3000-9433349573;09/23/2020 16:32:26;92,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KYMF3000;Marka;inna;Przełożenie;5.2:1;Model;York Match Feeder;Cechy dodatkowe;szpula zapasowa
2 sztuk uchwyt kołowrotka z pokrętłem 9506056896 - Allegro.pl;https://allegro.pl/oferta/2-sztuk-uchwyt-kolowrotka-z-pokretlem-9506056896;09/23/2020 16:32:28;42,73;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Homyl;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Waga;0 g;Model;wymiana uchwytu kołowrotka;Waga (z opakowaniem);0.146 kg
MIKADO Kołowrotek NEXTON FD 3005 z wolnym biegiem 9069409696 - Allegro.pl;https://allegro.pl/oferta/mikado-kolowrotek-nexton-fd-3005-z-wolnym-biegiem-9069409696;09/23/2020 16:32:26;78,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Marka;Mikado
Mini wędka i kołowrotek - Fioletowy 9506041828 - Allegro.pl;https://allegro.pl/oferta/mini-wedka-i-kolowrotek-fioletowy-9506041828;09/23/2020 16:32:28;46,5;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Lutongtrade;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Waga;0 g;Model;kołowrotek tyczki;Waga (z opakowaniem);0.162 kg
futerał ochronny - niebieski 8818650882 - Allegro.pl;https://allegro.pl/oferta/futeral-ochronny-niebieski-8818650882;09/23/2020 16:32:28;23,81;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;desired;Cechy dodatkowe;brak;Waga (z opakowaniem);0.066 kg
20LB / 30LB Nylonowa pleciona żyłka Latająca wędk 9141589357 - Allegro.pl;https://allegro.pl/oferta/20lb-30lb-nylonowa-pleciona-zylka-latajaca-wedk-9141589357;09/23/2020 16:32:28;9,39;Stan;Nowy;Faktura;Wystawiam fakturę bez VAT
1 sztuka woreczka z bębnem 9246253577 - Allegro.pl;https://allegro.pl/oferta/1-sztuka-woreczka-z-bebnem-9246253577;09/23/2020 16:32:28;19,57;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Blesiya;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;futerał ochronny na kołowrotek;Cechy dodatkowe;brak;Waga (z opakowaniem);0.036 kg
Konger Kołowrotek Spirado Carp Feeder Long 640FD 9455800831 - Allegro.pl;https://allegro.pl/oferta/konger-kolowrotek-spirado-carp-feeder-long-640fd-9455800831;09/23/2020 16:32:26;124,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;005080640;Marka;Konger;Przełożenie;5.2:1;Model;Spirado Carp Feeder 640FD
1 sztuk Super Strong Daiwa100M Nylonowa żyłka Much 9141602684 - Allegro.pl;https://allegro.pl/oferta/1-sztuk-super-strong-daiwa100m-nylonowa-zylka-much-9141602684;09/23/2020 16:32:28;8,16;Stan;Nowy;Faktura;Wystawiam fakturę bez VAT
Kołowrotek Okuma Carbonite 1 35RD 7366321603 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-okuma-carbonite-1-35rd-7366321603;09/23/2020 16:32:26;81,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;43928;Marka;inna;Model;Carbonite 1
